Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-2023-01570,2023-04-10,2023-04-15,Standard Class,CUST-0317,Thomas Moore,Corporate,United States,Columbus,Ohio,Central,PROD-FUR-9269,Furniture,Tables,Conference Table,236.54,1,0.4,-61.42
ORD-2021-01571,2021-08-23,2021-08-27,Second Class,CUST-0204,Jennifer Davis,Home Office,United States,Richmond,Virginia,East,PROD-FUR-0848,Furniture,Tables,Coffee Table,999.96,4,0.0,133.79
ORD-2022-01572,2022-09-17,2022-09-21,First Class,CUST-0288,Linda Anderson,Corporate,United States,Nashville,Tennessee,South,PROD-TEC-7097,Technology,Phones,OnePlus 11,1682.02,2,0.0,438.13
ORD-2022-01573,2022-08-11,2022-08-14,Second Class,CUST-0293,Richard Harris,Home Office,United States,New York City,New York,East,PROD-TEC-2094,Technology,Monitors,"LG 27"" 4K",1161.04,2,0.0,231.97
ORD-2022-01574,2022-10-15,2022-10-20,Standard Class,CUST-0090,Barbara Thomas,Home Office,United States,Memphis,Tennessee,South,PROD-TEC-0153,Technology,Accessories,USB Hub,1553.22,3,0.0,311.68
ORD-2022-01575,2022-12-02,2022-12-08,Standard Class,CUST-0009,John Taylor,Home Office,United States,Portland,Oregon,West,PROD-FUR-0965,Furniture,Bookcases,5-Shelf Bookcase,359.59,1,0.2,-12.07
ORD-2023-01576,2023-01-03,2023-01-05,First Class,CUST-0245,Michael Brown,Consumer,United States,Boulder,Colorado,West,PROD-OFF-1283,Office Supplies,Binders,Spiral Notebook,50.4,1,0.1,8.79
ORD-2023-01577,2023-10-14,2023-10-21,Standard Class,CUST-0339,Charles Lewis,Consumer,United States,Buffalo,New York,East,PROD-TEC-2094,Technology,Monitors,"LG 27"" 4K",1149.22,2,0.0,305.79
ORD-2023-01578,2023-08-06,2023-08-11,Second Class,CUST-0233,Richard Harris,Corporate,United States,Richmond,Virginia,East,PROD-TEC-4633,Technology,Computers,Lenovo ThinkPad,975.01,4,0.2,32.81
ORD-2022-01579,2022-04-19,2022-04-26,Standard Class,CUST-0395,Joseph Thompson,Consumer,United States,Boulder,Colorado,West,PROD-TEC-1559,Technology,Phones,Samsung Galaxy S23,424.19,2,0.3,-20.62
ORD-2023-01580,2023-12-23,2023-12-27,Second Class,CUST-0333,Richard Harris,Home Office,United States,Cambridge,Massachusetts,East,PROD-OFF-5251,Office Supplies,Paper,Sticky Notes Pack,387.24,5,0.2,52.36
ORD-2022-01581,2022-09-25,2022-10-02,Standard Class,CUST-0047,David Martinez,Home Office,United States,Nashville,Tennessee,South,PROD-OFF-1283,Office Supplies,Binders,Spiral Notebook,131.75,2,0.4,-8.91
ORD-2021-01582,2021-04-04,2021-04-11,Standard Class,CUST-0036,Jessica Garcia,Corporate,United States,Memphis,Tennessee,South,PROD-TEC-9124,Technology,Phones,Google Pixel 7,574.88,1,0.0,135.67
ORD-2022-01583,2022-08-05,2022-08-12,Standard Class,CUST-0026,Patricia Johnson,Consumer,United States,Eugene,Oregon,West,PROD-FUR-7576,Furniture,Bookcases,Wall Bookcase,1056.11,2,0.1,-10.39
ORD-2023-01584,2023-10-14,2023-10-21,Standard Class,CUST-0230,Barbara Thomas,Home Office,United States,Cambridge,Massachusetts,East,PROD-FUR-7576,Furniture,Bookcases,Wall Bookcase,553.18,2,0.2,-30.62
ORD-2021-01585,2021-03-11,2021-03-17,Standard Class,CUST-0017,Thomas Moore,Consumer,United States,Nashville,Tennessee,South,PROD-FUR-0848,Furniture,Tables,Coffee Table,2207.77,4,0.1,-8.38
ORD-2023-01586,2023-03-02,2023-03-04,Same Day,CUST-0219,Charles Lewis,Home Office,United States,Raleigh,North Carolina,South,PROD-FUR-0848,Furniture,Tables,Coffee Table,527.15,1,0.1,26.78
ORD-2022-01587,2022-04-02,2022-04-07,Standard Class,CUST-0356,Jessica Garcia,Corporate,United States,Cambridge,Massachusetts,East,PROD-TEC-9124,Technology,Phones,Google Pixel 7,263.48,1,0.2,8.14
ORD-2023-01588,2023-04-27,2023-05-01,Second Class,CUST-0154,Susan Martin,Consumer,United States,Atlanta,Georgia,South,PROD-FUR-0965,Furniture,Bookcases,5-Shelf Bookcase,262.2,1,0.0,27.68
ORD-2023-01589,2023-06-10,2023-06-16,Standard Class,CUST-0386,Patricia Johnson,Corporate,United States,Eugene,Oregon,West,PROD-OFF-5493,Office Supplies,Art,Watercolors,46.19,1,0.0,14.85
ORD-2021-01590,2021-09-06,2021-09-13,Standard Class,CUST-0302,Maria Garcia,Consumer,United States,Springfield,Illinois,Central,PROD-OFF-1565,Office Supplies,Art,Markers Set,67.68,3,0.0,21.11
ORD-2023-01591,2023-04-20,2023-04-27,Standard Class,CUST-0389,John Taylor,Home Office,United States,Arlington,Virginia,East,PROD-OFF-6175,Office Supplies,Fasteners,Paper Clips Box,55.27,1,0.3,2.49
ORD-2022-01592,2022-03-24,2022-03-26,Same Day,CUST-0273,Richard Harris,Home Office,United States,Philadelphia,Pennsylvania,East,PROD-TEC-5897,Technology,Accessories,Webcam HD,560.15,1,0.2,36.03
ORD-2023-01593,2023-07-02,2023-07-09,Standard Class,CUST-0089,John Taylor,Consumer,United States,Houston,Texas,Central,PROD-TEC-3179,Technology,Phones,iPhone 14,1683.4,5,0.2,38.12
ORD-2023-01594,2023-04-26,2023-05-02,Standard Class,CUST-0300,Karen Clark,Consumer,United States,Savannah,Georgia,South,PROD-FUR-1048,Furniture,Bookcases,Corner Bookcase,192.51,1,0.0,29.49
ORD-2022-01595,2022-09-16,2022-09-21,Standard Class,CUST-0076,Jessica Garcia,Home Office,United States,New York City,New York,East,PROD-TEC-9124,Technology,Phones,Google Pixel 7,182.74,1,0.1,29.04
ORD-2022-01596,2022-02-22,2022-02-26,Second Class,CUST-0171,William Jackson,Corporate,United States,Miami,Florida,East,PROD-TEC-2686,Technology,Computers,HP Spectre,303.22,1,0.2,13.27
ORD-2021-01597,2021-01-05,2021-01-09,Second Class,CUST-0041,James Wilson,Home Office,United States,Saint Paul,Minnesota,Central,PROD-TEC-0153,Technology,Accessories,USB Hub,1135.26,2,0.3,-55.99
ORD-2023-01598,2023-03-24,2023-03-29,Standard Class,CUST-0038,Sarah Rodriguez,Consumer,United States,Buffalo,New York,East,PROD-OFF-4823,Office Supplies,Art,Sketch Pad,51.7,1,0.2,9.49
ORD-2021-01599,2021-10-05,2021-10-10,Standard Class,CUST-0100,Karen Clark,Corporate,United States,Houston,Texas,Central,PROD-FUR-9269,Furniture,Tables,Conference Table,679.56,3,0.0,75.95
ORD-2022-01600,2022-04-21,2022-04-26,Second Class,CUST-0297,Thomas Moore,Corporate,United States,Nashville,Tennessee,South,PROD-FUR-2026,Furniture,Storage,Filing Cabinet,825.74,2,0.0,163.14
ORD-2021-01601,2021-04-13,2021-04-20,Standard Class,CUST-0046,Patricia Johnson,Home Office,United States,New Orleans,Louisiana,South,PROD-TEC-8839,Technology,Accessories,Mechanical Keyboard,1749.38,2,0.0,339.31
ORD-2022-01602,2022-03-02,2022-03-04,First Class,CUST-0080,Karen Clark,Consumer,United States,Montgomery,Alabama,South,PROD-TEC-3592,Technology,Monitors,"Samsung 32"" Curved",713.61,1,0.0,211.85
ORD-2022-01603,2022-11-21,2022-11-24,Second Class,CUST-0102,Maria Garcia,Consumer,United States,Houston,Texas,Central,PROD-TEC-5897,Technology,Accessories,Webcam HD,294.5,1,0.0,69.32
ORD-2023-01604,2023-04-02,2023-04-05,Second Class,CUST-0111,William Jackson,Consumer,United States,Miami,Florida,East,PROD-OFF-0722,Office Supplies,Binders,3-Ring Binder,25.24,1,0.0,6.97
ORD-2021-01605,2021-09-09,2021-09-13,Second Class,CUST-0234,Susan Martin,Corporate,United States,Seattle,Washington,West,PROD-TEC-2686,Technology,Computers,HP Spectre,958.34,2,0.1,110.78
ORD-2022-01606,2022-10-08,2022-10-15,Standard Class,CUST-0030,Barbara Thomas,Consumer,United States,Reno,Nevada,West,PROD-TEC-4080,Technology,Monitors,"Dell UltraSharp 24""",968.94,2,0.2,68.65
ORD-2022-01607,2022-06-14,2022-06-16,First Class,CUST-0121,James Wilson,Consumer,United States,Columbus,Ohio,Central,PROD-TEC-1559,Technology,Phones,Samsung Galaxy S23,1682.85,4,0.2,177.49
ORD-2021-01608,2021-02-03,2021-02-10,Standard Class,CUST-0084,Jennifer Davis,Consumer,United States,Richmond,Virginia,East,PROD-TEC-2686,Technology,Computers,HP Spectre,252.2,2,0.4,-27.17
ORD-2022-01609,2022-06-15,2022-06-20,Second Class,CUST-0237,Thomas Moore,Home Office,United States,Richmond,Virginia,East,PROD-FUR-9298,Furniture,Chairs,Task Chair,924.91,3,0.2,-74.44
ORD-2022-01610,2022-01-10,2022-01-12,First Class,CUST-0198,Sarah Rodriguez,Corporate,United States,Reno,Nevada,West,PROD-FUR-7576,Furniture,Bookcases,Wall Bookcase,487.95,1,0.2,-59.59
ORD-2021-01611,2021-05-12,2021-05-18,Standard Class,CUST-0307,David Martinez,Consumer,United States,Orlando,Florida,East,PROD-TEC-4080,Technology,Monitors,"Dell UltraSharp 24""",188.76,1,0.1,27.93
ORD-2021-01612,2021-10-29,2021-11-01,First Class,CUST-0128,Linda Anderson,Home Office,United States,Grand Rapids,Michigan,Central,PROD-OFF-4823,Office Supplies,Art,Sketch Pad,280.67,4,0.2,36.48
ORD-2021-01613,2021-09-02,2021-09-07,Second Class,CUST-0022,Maria Garcia,Consumer,United States,Boston,Massachusetts,East,PROD-TEC-1559,Technology,Phones,Samsung Galaxy S23,185.87,1,0.5,-43.82
ORD-2023-01614,2023-09-20,2023-09-25,Standard Class,CUST-0323,Robert Smith,Consumer,United States,Saint Paul,Minnesota,Central,PROD-OFF-8243,Office Supplies,Paper,A4 Ream 500,76.22,2,0.0,26.59
ORD-2021-01615,2021-08-13,2021-08-18,Standard Class,CUST-0090,Barbara Thomas,Consumer,United States,Richmond,Virginia,East,PROD-OFF-4823,Office Supplies,Art,Sketch Pad,57.79,1,0.0,16.21
ORD-2022-01616,2022-08-16,2022-08-21,Standard Class,CUST-0193,Richard Harris,Consumer,United States,Montgomery,Alabama,South,PROD-TEC-4633,Technology,Computers,Lenovo ThinkPad,700.54,1,0.0,184.24
ORD-2021-01617,2021-01-04,2021-01-07,Second Class,CUST-0104,Jennifer Davis,Corporate,United States,Memphis,Tennessee,South,PROD-OFF-7317,Office Supplies,Fasteners,Tape Dispenser,140.22,4,0.2,14.32
ORD-2022-01618,2022-11-09,2022-11-15,Standard Class,CUST-0011,William Jackson,Consumer,United States,Cleveland,Ohio,Central,PROD-TEC-5897,Technology,Accessories,Webcam HD,1168.52,2,0.1,221.69
ORD-2022-01619,2022-01-24,2022-01-27,First Class,CUST-0255,Joseph Thompson,Corporate,United States,Eugene,Oregon,West,PROD-OFF-1565,Office Supplies,Art,Markers Set,80.3,2,0.3,2.77
ORD-2022-01620,2022-10-11,2022-10-17,Standard Class,CUST-0095,Joseph Thompson,Corporate,United States,Cambridge,Massachusetts,East,PROD-OFF-0722,Office Supplies,Binders,3-Ring Binder,102.42,4,0.1,27.79
ORD-2021-01621,2021-06-14,2021-06-17,First Class,CUST-0278,Sarah Rodriguez,Consumer,United States,Montgomery,Alabama,South,PROD-TEC-2686,Technology,Computers,HP Spectre,678.2,2,0.0,173.29
ORD-2021-01622,2021-05-27,2021-06-02,Standard Class,CUST-0112,Elizabeth White,Consumer,United States,Miami,Florida,East,PROD-TEC-8839,Technology,Accessories,Mechanical Keyboard,416.56,1,0.0,112.56
ORD-2021-01623,2021-11-12,2021-11-15,Second Class,CUST-0319,Charles Lewis,Home Office,United States,Orlando,Florida,East,PROD-FUR-2026,Furniture,Storage,Filing Cabinet,519.62,2,0.1,19.66
ORD-2023-01624,2023-11-20,2023-11-27,Standard Class,CUST-0283,Robert Smith,Corporate,United States,Chicago,Illinois,Central,PROD-FUR-2026,Furniture,Storage,Filing Cabinet,482.42,1,0.0,35.27
ORD-2021-01625,2021-03-24,2021-03-31,Standard Class,CUST-0274,Susan Martin,Consumer,United States,Seattle,Washington,West,PROD-OFF-6972,Office Supplies,Paper,Photo Paper,158.13,2,0.2,26.23
ORD-2021-01626,2021-06-06,2021-06-12,Standard Class,CUST-0262,Maria Garcia,Home Office,United States,New York City,New York,East,PROD-TEC-8865,Technology,Computers,MacBook Pro,3352.04,4,0.0,882.44
ORD-2021-01627,2021-01-18,2021-01-25,Standard Class,CUST-0057,Thomas Moore,Home Office,United States,Portland,Oregon,West,PROD-FUR-4906,Furniture,Storage,Drawer Unit,531.68,2,0.1,27.29
ORD-2021-01628,2021-01-02,2021-01-08,Standard Class,CUST-0091,William Jackson,Home Office,United States,Columbus,Ohio,Central,PROD-FUR-7576,Furniture,Bookcases,Wall Bookcase,625.17,3,0.3,-68.99
ORD-2023-01629,2023-04-03,2023-04-09,Standard Class,CUST-0384,Jennifer Davis,Corporate,United States,Montgomery,Alabama,South,PROD-TEC-0153,Technology,Accessories,USB Hub,1099.58,3,0.4,-75.28
ORD-2021-01630,2021-10-16,2021-10-20,Second Class,CUST-0075,Joseph Thompson,Consumer,United States,Boulder,Colorado,West,PROD-OFF-0722,Office Supplies,Binders,3-Ring Binder,111.61,1,0.0,28.62
ORD-2022-01631,2022-06-03,2022-06-06,Second Class,CUST-0145,Michael Brown,Home Office,United States,Seattle,Washington,West,PROD-TEC-0171,Technology,Accessories,Logitech Mouse,230.26,1,0.0,45.78
ORD-2023-01632,2023-04-13,2023-04-18,Second Class,CUST-0314,Susan Martin,Corporate,United States,New Orleans,Louisiana,South,PROD-TEC-4080,Technology,Monitors,"Dell UltraSharp 24""",678.94,2,0.3,-35.85
ORD-2023-01633,2023-04-20,2023-04-27,Standard Class,CUST-0382,Maria Garcia,Consumer,United States,Seattle,Washington,West,PROD-TEC-3179,Technology,Phones,iPhone 14,683.28,1,0.1,75.12
ORD-2023-01634,2023-03-23,2023-03-28,Standard Class,CUST-0002,Maria Garcia,Corporate,United States,Los Angeles,California,West,PROD-FUR-9269,Furniture,Tables,Conference Table,1327.74,2,0.0,134.45
ORD-2022-01635,2022-12-29,2023-01-01,Second Class,CUST-0214,Susan Martin,Home Office,United States,Portland,Oregon,West,PROD-FUR-9269,Furniture,Tables,Conference Table,1320.06,2,0.0,97.44
ORD-2021-01636,2021-12-02,2021-12-05,First Class,CUST-0125,Michael Brown,Consumer,United States,Tampa,Florida,East,PROD-TEC-7097,Technology,Phones,OnePlus 11,174.62,1,0.2,4.57
ORD-2021-01637,2021-06-20,2021-06-25,Second Class,CUST-0059,Charles Lewis,Home Office,United States,Miami,Florida,East,PROD-OFF-7317,Office Supplies,Fasteners,Tape Dispenser,98.67,1,0.1,21.9
ORD-2021-01638,2021-08-11,2021-08-16,Standard Class,CUST-0098,Sarah Rodriguez,Consumer,United States,Raleigh,North Carolina,South,PROD-FUR-9533,Furniture,Chairs,Gaming Chair,780.32,2,0.0,42.17
ORD-2022-01639,2022-04-04,2022-04-09,Standard Class,CUST-0237,Thomas Moore,Home Office,United States,Philadelphia,Pennsylvania,East,PROD-OFF-0722,Office Supplies,Binders,3-Ring Binder,90.85,2,0.3,2.76
ORD-2023-01640,2023-03-01,2023-03-06,Standard Class,CUST-0217,Thomas Moore,Home Office,United States,Boulder,Colorado,West,PROD-FUR-9298,Furniture,Chairs,Task Chair,2298.01,5,0.1,144.75
ORD-2021-01641,2021-09-18,2021-09-24,Standard Class,CUST-0210,Barbara Thomas,Consumer,United States,Minneapolis,Minnesota,Central,PROD-TEC-9124,Technology,Phones,Google Pixel 7,579.52,1,0.0,163.8
ORD-2022-01642,2022-09-05,2022-09-11,Standard Class,CUST-0092,Elizabeth White,Home Office,United States,New Orleans,Louisiana,South,PROD-FUR-4906,Furniture,Storage,Drawer Unit,2068.61,4,0.2,-77.28
ORD-2023-01643,2023-02-27,2023-03-03,First Class,CUST-0182,Maria Garcia,Home Office,United States,Spokane,Washington,West,PROD-FUR-1048,Furniture,Bookcases,Corner Bookcase,855.7,5,0.0,126.61
ORD-2021-01644,2021-11-29,2021-12-04,Standard Class,CUST-0309,John Taylor,Corporate,United States,Spokane,Washington,West,PROD-FUR-1058,Furniture,Tables,Side Table,258.93,2,0.1,14.35
ORD-2023-01645,2023-07-01,2023-07-07,Standard Class,CUST-0074,Susan Martin,Home Office,United States,Savannah,Georgia,South,PROD-OFF-1800,Office Supplies,Art,Colored Pencils,95.22,2,0.2,7.17
ORD-2021-01646,2021-01-08,2021-01-13,Second Class,CUST-0235,Joseph Thompson,Corporate,United States,Montgomery,Alabama,South,PROD-TEC-4080,Technology,Monitors,"Dell UltraSharp 24""",822.02,2,0.1,122.64
ORD-2022-01647,2022-02-01,2022-02-05,First Class,CUST-0155,Joseph Thompson,Consumer,United States,Memphis,Tennessee,South,PROD-OFF-5493,Office Supplies,Art,Watercolors,50.82,1,0.4,-1.84
ORD-2023-01648,2023-03-28,2023-04-02,Second Class,CUST-0274,Susan Martin,Consumer,United States,Birmingham,Alabama,South,PROD-FUR-4906,Furniture,Storage,Drawer Unit,1168.44,4,0.0,116.74
ORD-2023-01649,2023-11-21,2023-11-23,First Class,CUST-0168,Linda Anderson,Consumer,United States,Nashville,Tennessee,South,PROD-FUR-7576,Furniture,Bookcases,Wall Bookcase,265.26,1,0.2,-21.14
ORD-2021-01650,2021-05-06,2021-05-13,Standard Class,CUST-0092,Elizabeth White,Corporate,United States,Los Angeles,California,West,PROD-FUR-0848,Furniture,Tables,Coffee Table,342.7,1,0.1,13.42
ORD-2022-01651,2022-11-07,2022-11-14,Standard Class,CUST-0277,Thomas Moore,Home Office,United States,Columbus,Ohio,Central,PROD-TEC-1559,Technology,Phones,Samsung Galaxy S23,1054.37,4,0.3,51.14
ORD-2021-01652,2021-08-06,2021-08-10,Second Class,CUST-0122,Maria Garcia,Consumer,United States,Tampa,Florida,East,PROD-OFF-6175,Office Supplies,Fasteners,Paper Clips Box,160.44,3,0.2,24.26
ORD-2023-01653,2023-03-11,2023-03-14,First Class,CUST-0053,Richard Harris,Home Office,United States,Cambridge,Massachusetts,East,PROD-TEC-3179,Technology,Phones,iPhone 14,382.95,1,0.2,1.92
ORD-2022-01654,2022-01-28,2022-02-01,First Class,CUST-0341,James Wilson,Corporate,United States,Chicago,Illinois,Central,PROD-FUR-3856,Furniture,Storage,Storage Ottoman,232.07,1,0.0,28.99
ORD-2021-01655,2021-11-28,2021-12-05,Standard Class,CUST-0018,Sarah Rodriguez,Consumer,United States,Birmingham,Alabama,South,PROD-OFF-3860,Office Supplies,Fasteners,Stapler,186.7,2,0.1,31.67
ORD-2022-01656,2022-09-13,2022-09-16,First Class,CUST-0068,Linda Anderson,Home Office,United States,Spokane,Washington,West,PROD-FUR-7655,Furniture,Chairs,Ergonomic Chair,199.57,1,0.4,-41.09
ORD-2023-01657,2023-02-06,2023-02-11,Standard Class,CUST-0194,Susan Martin,Consumer,United States,Reno,Nevada,West,PROD-FUR-7576,Furniture,Bookcases,Wall Bookcase,794.0,2,0.4,-150.81
ORD-2022-01658,2022-01-01,2022-01-06,Standard Class,CUST-0064,Jennifer Davis,Home Office,United States,Buffalo,New York,East,PROD-FUR-3856,Furniture,Storage,Storage Ottoman,359.85,1,0.4,-58.88
ORD-2022-01659,2022-09-22,2022-09-28,Standard Class,CUST-0156,Jessica Garcia,Home Office,United States,Portland,Oregon,West,PROD-TEC-5897,Technology,Accessories,Webcam HD,2411.61,3,0.0,681.03
ORD-2022-01660,2022-04-20,2022-04-24,Second Class,CUST-0004,Jennifer Davis,Corporate,United States,Cleveland,Ohio,Central,PROD-OFF-1283,Office Supplies,Binders,Spiral Notebook,116.92,2,0.0,37.26
ORD-2021-01661,2021-04-26,2021-05-01,Standard Class,CUST-0202,Maria Garcia,Consumer,United States,Spokane,Washington,West,PROD-FUR-0965,Furniture,Bookcases,5-Shelf Bookcase,158.79,1,0.2,-6.31
ORD-2023-01662,2023-08-07,2023-08-13,Standard Class,CUST-0396,Jessica Garcia,Corporate,United States,New York City,New York,East,PROD-OFF-7317,Office Supplies,Fasteners,Tape Dispenser,238.14,4,0.2,18.78
ORD-2022-01663,2022-09-18,2022-09-24,Standard Class,CUST-0072,Elizabeth White,Home Office,United States,Orlando,Florida,East,PROD-OFF-4823,Office Supplies,Art,Sketch Pad,221.5,2,0.0,65.59
ORD-2021-01664,2021-05-17,2021-05-22,Standard Class,CUST-0271,William Jackson,Home Office,United States,Dallas,Texas,Central,PROD-TEC-5897,Technology,Accessories,Webcam HD,325.29,1,0.0,83.26
ORD-2023-01665,2023-08-24,2023-08-30,Standard Class,CUST-0327,David Martinez,Consumer,United States,Eugene,Oregon,West,PROD-OFF-6420,Office Supplies,Paper,Cardstock,178.0,2,0.0,48.56
ORD-2021-01666,2021-09-01,2021-09-07,Standard Class,CUST-0360,Karen Clark,Home Office,United States,Springfield,Illinois,Central,PROD-FUR-0965,Furniture,Bookcases,5-Shelf Bookcase,332.16,3,0.3,-44.2
ORD-2023-01667,2023-12-31,2024-01-05,Standard Class,CUST-0064,Jennifer Davis,Home Office,United States,Raleigh,North Carolina,South,PROD-FUR-8074,Furniture,Tables,Standing Desk,178.05,1,0.1,20.16
ORD-2022-01668,2022-01-09,2022-01-14,Standard Class,CUST-0263,Robert Smith,Corporate,United States,Boston,Massachusetts,East,PROD-TEC-9099,Technology,Computers,Dell XPS 15,798.58,3,0.1,72.05
ORD-2022-01669,2022-08-08,2022-08-11,First Class,CUST-0095,Joseph Thompson,Corporate,United States,Miami,Florida,East,PROD-FUR-0848,Furniture,Tables,Coffee Table,1330.92,2,0.0,190.71
ORD-2022-01670,2022-03-12,2022-03-16,First Class,CUST-0116,Jessica Garcia,Corporate,United States,Portland,Oregon,West,PROD-TEC-4080,Technology,Monitors,"Dell UltraSharp 24""",748.12,1,0.0,185.06
ORD-2022-01671,2022-08-23,2022-08-29,Standard Class,CUST-0255,Joseph Thompson,Consumer,United States,San Diego,California,West,PROD-OFF-6420,Office Supplies,Paper,Cardstock,96.8,2,0.1,22.07
ORD-2022-01672,2022-04-05,2022-04-11,Standard Class,CUST-0070,Barbara Thomas,Home Office,United States,Montgomery,Alabama,South,PROD-TEC-4080,Technology,Monitors,"Dell UltraSharp 24""",420.48,4,0.5,-81.92
ORD-2021-01673,2021-03-01,2021-03-04,Second Class,CUST-0025,Michael Brown,Home Office,United States,Grand Rapids,Michigan,Central,PROD-FUR-0965,Furniture,Bookcases,5-Shelf Bookcase,713.59,2,0.1,12.8
ORD-2022-01674,2022-11-29,2022-12-06,Standard Class,CUST-0044,Jennifer Davis,Home Office,United States,Detroit,Michigan,Central,PROD-OFF-6972,Office Supplies,Paper,Photo Paper,102.94,3,0.2,6.52
ORD-2023-01675,2023-11-20,2023-11-23,First Class,CUST-0318,Sarah Rodriguez,Home Office,United States,Baton Rouge,Louisiana,South,PROD-FUR-1058,Furniture,Tables,Side Table,370.78,1,0.2,-12.56
ORD-2022-01676,2022-11-04,2022-11-09,Second Class,CUST-0179,Charles Lewis,Home Office,United States,Baton Rouge,Louisiana,South,PROD-FUR-1058,Furniture,Tables,Side Table,716.44,3,0.3,-95.16
ORD-2023-01677,2023-08-06,2023-08-11,Second Class,CUST-0339,Charles Lewis,Home Office,United States,Tampa,Florida,East,PROD-TEC-1559,Technology,Phones,Samsung Galaxy S23,458.24,1,0.1,81.26
ORD-2021-01678,2021-06-17,2021-06-23,Standard Class,CUST-0385,Michael Brown,Home Office,United States,Spokane,Washington,West,PROD-OFF-1283,Office Supplies,Binders,Spiral Notebook,75.7,2,0.3,5.76
ORD-2021-01679,2021-11-24,2021-11-28,Second Class,CUST-0268,Linda Anderson,Consumer,United States,Cleveland,Ohio,Central,PROD-TEC-8839,Technology,Accessories,Mechanical Keyboard,647.57,2,0.2,31.9
ORD-2023-01680,2023-06-09,2023-06-11,First Class,CUST-0397,Thomas Moore,Consumer,United States,Seattle,Washington,West,PROD-OFF-6972,Office Supplies,Paper,Photo Paper,82.64,2,0.0,24.57
ORD-2021-01681,2021-01-24,2021-01-26,First Class,CUST-0378,Sarah Rodriguez,Home Office,United States,Orlando,Florida,East,PROD-OFF-6420,Office Supplies,Paper,Cardstock,263.56,4,0.0,70.09
ORD-2023-01682,2023-05-21,2023-05-25,First Class,CUST-0107,David Martinez,Consumer,United States,Buffalo,New York,East,PROD-FUR-8739,Furniture,Chairs,Executive Chair,549.82,1,0.1,4.28
ORD-2021-01683,2021-01-25,2021-01-29,First Class,CUST-0164,Jennifer Davis,Consumer,United States,Austin,Texas,Central,PROD-OFF-1565,Office Supplies,Art,Markers Set,257.2,3,0.1,40.62
ORD-2021-01684,2021-06-13,2021-06-20,Standard Class,CUST-0065,Michael Brown,Home Office,United States,Boston,Massachusetts,East,PROD-OFF-8243,Office Supplies,Paper,A4 Ream 500,154.61,2,0.2,13.65
ORD-2021-01685,2021-03-28,2021-04-02,Second Class,CUST-0272,Elizabeth White,Corporate,United States,Nashville,Tennessee,South,PROD-OFF-4823,Office Supplies,Art,Sketch Pad,39.84,1,0.2,1.22
ORD-2022-01686,2022-03-11,2022-03-14,Second Class,CUST-0206,Patricia Johnson,Consumer,United States,Denver,Colorado,West,PROD-TEC-0153,Technology,Accessories,USB Hub,827.79,1,0.0,218.08
ORD-2022-01687,2022-03-21,2022-03-26,Second Class,CUST-0369,John Taylor,Home Office,United States,Saint Paul,Minnesota,Central,PROD-TEC-3592,Technology,Monitors,"Samsung 32"" Curved",178.07,1,0.1,42.43
ORD-2021-01688,2021-01-15,2021-01-20,Second Class,CUST-0165,Michael Brown,Corporate,United States,New Orleans,Louisiana,South,PROD-TEC-8839,Technology,Accessories,Mechanical Keyboard,1523.76,3,0.0,311.01
ORD-2023-01689,2023-02-09,2023-02-15,Standard Class,CUST-0291,William Jackson,Consumer,United States,Eugene,Oregon,West,PROD-FUR-8074,Furniture,Tables,Standing Desk,710.63,2,0.3,-115.48
ORD-2021-01690,2021-03-29,2021-04-03,Second Class,CUST-0123,Robert Smith,Corporate,United States,Columbus,Ohio,Central,PROD-TEC-3592,Technology,Monitors,"Samsung 32"" Curved",512.89,1,0.4,-21.06
ORD-2023-01691,2023-04-20,2023-04-25,Standard Class,CUST-0152,Elizabeth White,Consumer,United States,Raleigh,North Carolina,South,PROD-TEC-4633,Technology,Computers,Lenovo ThinkPad,891.68,5,0.2,80.22
ORD-2023-01692,2023-08-04,2023-08-05,Same Day,CUST-0325,Michael Brown,Consumer,United States,Reno,Nevada,West,PROD-FUR-9298,Furniture,Chairs,Task Chair,261.72,1,0.3,-36.47
ORD-2021-01693,2021-03-18,2021-03-25,Standard Class,CUST-0280,Karen Clark,Consumer,United States,Saint Paul,Minnesota,Central,PROD-FUR-0965,Furniture,Bookcases,5-Shelf Bookcase,1996.65,5,0.4,-551.64
ORD-2021-01694,2021-10-03,2021-10-07,First Class,CUST-0053,Richard Harris,Corporate,United States,Boston,Massachusetts,East,PROD-TEC-8839,Technology,Accessories,Mechanical Keyboard,1276.48,2,0.0,308.07
ORD-2023-01695,2023-04-24,2023-04-27,Second Class,CUST-0215,Joseph Thompson,Corporate,United States,Cleveland,Ohio,Central,PROD-TEC-2686,Technology,Computers,HP Spectre,1008.83,3,0.4,-136.41
ORD-2022-01696,2022-07-24,2022-07-28,First Class,CUST-0233,Richard Harris,Corporate,United States,Nashville,Tennessee,South,PROD-OFF-0722,Office Supplies,Binders,3-Ring Binder,94.06,2,0.2,12.8
ORD-2021-01697,2021-10-06,2021-10-08,First Class,CUST-0233,Richard Harris,Corporate,United States,Columbus,Ohio,Central,PROD-OFF-1694,Office Supplies,Binders,Presentation Folder,108.58,2,0.3,5.11
